Abbreviation of the operating point,Name of the operating point,Abkuerzung Betriebspunkt Strecke,Name of operating point distance,LINIE,Kilometry of the operating point,LINIENNAME,VERWALTUNG,E,N,BPUIC,Didok Nummer,Name Haltestelle,lod,geopos_x,geopos_y
LCR,Le Creux,LCR,Le Creux,225,74.23767,Biel/Bienne West - La Chaux-de-Fonds,SBB,2556824.163,1216705.353,8504313,4313,Le Creux,http://lod.opentransportdata.swiss/didok/8504313,47.0999347558,6.86988487524
LGPC,Lugano Paradiso (c bin),LGPC,Lugano Paradiso (c bin),600,183.21114,Immensee - Bellinzona - Chiasso,SBB,2717180.81,1094190.115,8515409,15409,Lugano Paradiso (c bin),http://lod.opentransportdata.swiss/didok/8515409,45.9891137334,8.95094971777
LKK,Leuk KM-Sprung,LK,Leuk,100,118.8381,Lausanne - Simplon Tunnel I - Iselle,SBB,2616919.525,1128526.685,8518337,18337,Leuk KM-Sprung,http://lod.opentransportdata.swiss/didok/8518337,46.3079338608,7.65826979524
LNTO,Neustadttunnel Ost (Vzw),LZTB,Luzern Tiefbahnhof,9553,0.0,Neustadttunnel Ost - Neustadttunnel West,SBB,2666281.0,1210739.0,8509012,9012,Neustadttunnel Ost (Vzw),http://lod.opentransportdata.swiss/didok/8509012,47.0443720384,8.31083947463
LOC,Le Locle,LOC,Le Locle,233,0.0,Le Locle - Les Brenets,SBB,2547390.022,1212103.713,8504316,4316,Le Locle,http://lod.opentransportdata.swiss/didok/8504316,47.0578610148,6.74615325034
LOCF,Le Locle-Frontiere,LOCF,Le Locle-Frontiere,217,481.74,Besancon - Le Locle-Frontiere,SBB,2545162.982,1211274.04,8504319,4319,Le Locle-Frontière,http://lod.opentransportdata.swiss/didok/8504319,47.050217541,6.71694218438
LONB,Lonay B (bif),LON,Lonay-Preverenges,162,9.7108,Lausanne-Triage P1 - Lonay B,SBB,2529846.956,1153022.02,8515337,15337,Lonay B (bif),http://lod.opentransportdata.swiss/didok/8515337,46.52480869,6.52433937971
LQ,Landquart,LQ,Landquart,920,0.0,Landquart RhB - Chur - Disentis,SBB,2760969.2610000004,1203988.14,8509002,9002,Landquart,http://lod.opentransportdata.swiss/didok/8509002,46.9674404286,9.55404467894
LS,Lausanne,LS,Lausanne,150,0.0,Lausanne - Geneve-Aeroport,SBB,2537874.991,1152042.412,8501120,1120,Lausanne,http://lod.opentransportdata.swiss/didok/8501120,46.5167918174,6.62909229044
LSA,La Sarraz,LSA,La Sarraz,200,22.74756,Renens VD Ouest - Vallorbe,SBB,2529486.726,1167920.862,8501108,1108,La Sarraz,http://lod.opentransportdata.swiss/didok/8501108,46.658784954,6.5173610571
LSB,Liesberg,LSB,Liesberg,230,94.19538,Delemont Est - Basel SBB Ost,SBB,2600027.2430000002,1249709.392,8500111,111,Liesberg,http://lod.opentransportdata.swiss/didok/8500111,47.3982052463,7.43898523856
LSGS,Lichtensteig Sud (Abzw),LSG,Lichtensteig,853,17.89224,Wil Sud - Wattwil - Uznach,SOB,2724127.45,1241954.275,8515454,15454,Lichtensteig Süd (Abzw),http://lod.opentransportdata.swiss/didok/8515454,47.3167769115,9.08048148633
LSSB,Lausanne-Sebeillon,LSSB,Lausanne-Sebeillon,175,1.67,Lausanne - (LSSB) - Renens VD Est,SBB,2536497.676,1152888.69,8501128,1128,Lausanne-Sébeillon,http://lod.opentransportdata.swiss/didok/8501128,46.5242746927,6.61102941728
LSSB,Lausanne-Sebeillon,LSSB,Lausanne-Sebeillon,176,-0.04462,Lausanne-Sebeillon - Lausanne-TRIDEL,SBB,2536497.676,1152888.69,8501128,1128,Lausanne-Sébeillon,http://lod.opentransportdata.swiss/didok/8501128,46.5242746927,6.61102941728
LST,Liestal,LST,Liestal,500,14.376,Basel SBB - Olten - Luzern,SBB,2622064.002,1259340.621,8500023,23,Liestal,http://lod.opentransportdata.swiss/didok/8500023,47.4844611632,7.73136745412
LST,Liestal,LST,Liestal,9501,8.0,Projekt Juradurchstich,SBB,2622064.002,1259340.621,8500023,23,Liestal,http://lod.opentransportdata.swiss/didok/8500023,47.4844611632,7.73136745412
LSTD,Lausanne TRIDEL,LSTD,Lausanne TRIDEL,176,3.96886,Lausanne-Sebeillon - Lausanne-TRIDEL,SBB,2539153.836,1153887.239,8516276,16276,Lausanne TRIDEL,http://lod.opentransportdata.swiss/didok/8516276,46.5335040131,6.64551229814
LSTN,Liestal Nord (Abzw),LST,Liestal,500,13.83314,Basel SBB - Olten - Luzern,SBB,2621675.476,1259719.567,8515272,15272,Liestal Nord (Abzw),http://lod.opentransportdata.swiss/didok/8515272,47.4878822831,7.72623100914
LSTN,Liestal Nord (Abzw),LST,Liestal,501,13.83404,Muttenz - Adlertunnel - Liestal,SBB,2621675.476,1259719.567,8515272,15272,Liestal Nord (Abzw),http://lod.opentransportdata.swiss/didok/8515272,47.4878822831,7.72623100914
LT,Lausanne-Triage,LT,Lausanne-Triage,169,11.96777,Lausanne-Triage sect. - Bussigny,SBB,2530997.57,1153269.505,8501049,1049,Lausanne-Triage,http://lod.opentransportdata.swiss/didok/8501049,46.5271546083,6.53929685247
LTAB,Lausanne-Triage A/B,LT,Lausanne-Triage,172,8.1,Lausanne-Triage  A/B - B,SBB,2531359.434,1153559.113,8501141,1141,Lausanne-Triage A/B,http://lod.opentransportdata.swiss/didok/8501141,46.5297969326,6.54396962689
LTD,Lausanne-Triage D,LT,Lausanne-Triage,163,7.7180100000000005,Lausanne-Triage D - Denges B,SBB,2531643.2909999997,1153848.633,8515341,15341,Lausanne-Triage D,http://lod.opentransportdata.swiss/didok/8515341,46.5324302771,6.54762624683
LTE,Lausanne-Triage Est,LT,Lausanne-Triage,165,13.39,Lausanne-Triage Est - Bussigny-Scheu.,SBB,2532096.006,1154205.144,8515639,15639,Lausanne-Triage Est,http://lod.opentransportdata.swiss/didok/8515639,46.5356832683,6.55347432331
LTE,Lausanne-Triage Est,LT,Lausanne-Triage,170,7.11835,Lausanne-Triage (Est - Sud),SBB,2532096.006,1154205.144,8515639,15639,Lausanne-Triage Est,http://lod.opentransportdata.swiss/didok/8515639,46.5356832683,6.55347432331
LTF,Lausanne-Triage F,LT,Lausanne-Triage,161,9.3,Lausanne-Triage F - Lonay A (bif),SBB,2530259.401,1153073.123,8501150,1150,Lausanne-Triage F,http://lod.opentransportdata.swiss/didok/8501150,46.5253115168,6.52970647505
LYS,Lyssach,LYS,Lyssach,450,86.54243000000001,Olten Sud - Bern,SBB,2610839.852,1212536.378,8508004,8004,Lyssach,http://lod.opentransportdata.swiss/didok/8508004,47.0637609335,7.58132355555
MAD,Madretsch,MAD,Madretsch,266,32.133559999999996,Madretsch - Biel/Bienne RB West,SBB,2586403.4930000002,1219626.265,8504440,4440,Madretsch,http://lod.opentransportdata.swiss/didok/8504440,47.1274801781,7.25943495816
MANN,Mannenbach-Salenstein,MANN,Mannenbach-Salenstein,822,51.33097,Etzwilen - Konstanz,SBB,2721218.9080000003,1281581.9309999999,8506134,6134,Mannenbach-Salenstein,http://lod.opentransportdata.swiss/didok/8506134,47.6736494702,9.05280410426
MAT,Mattstetten,MAT,Mattstetten,457,93.17243,Hardfeld (Spw) - Mattstetten,SBB,2606145.199,1208342.383,8508002,8002,Mattstetten,http://lod.opentransportdata.swiss/didok/8508002,47.0260955728,7.51946813766
MB,Malleray-Bevilard,MB,Malleray-Bevilard,226,61.78915,Sonceboz-Sombeval - Moutier - Delemont,SBB,2587682.108,1231990.071,8500102,102,Malleray-Bévilard,http://lod.opentransportdata.swiss/didok/8500102,47.2387141829,7.27594629294
MBGO,Mulberg Ost,MBGO,Mulberg Ost,9781,453.8725,Bruttenertunnel Ost,SBB,2691613.3619999997,1254858.473,8519644,19644,Mülberg Ost,http://lod.opentransportdata.swiss/didok/8519644,47.4381445146,8.65313395761
MCEN,Monte Ceneri Nord,MCEN,Monte Ceneri Nord,600,162.6828,Immensee - Bellinzona - Chiasso,SBB,2714902.442,1111392.885,8515413,15413,Monte Ceneri Nord,http://lod.opentransportdata.swiss/didok/8515413,46.1442252135,8.92576102915
MCEN,Monte Ceneri Nord,MCEN,Monte Ceneri Nord,607,162.6828,Mt. Ceneri - Rivera  (binario destro),SBB,2714902.442,1111392.885,8515413,15413,Monte Ceneri Nord,http://lod.opentransportdata.swiss/didok/8515413,46.1442252135,8.92576102915
MDEC,Melide Centrale (bif),MDEC,Melide Centrale (bif),600,186.15843999999998,Immensee - Bellinzona - Chiasso,SBB,2716974.289,1091526.477,8515414,15414,Melide Centrale (bif),http://lod.opentransportdata.swiss/didok/8515414,45.9651934258,8.94762389332
MEG,Meggen,MEG,Meggen,570,10.720469999999999,Gutsch - Kussnacht - Immensee,SBB,2671761.32,1211444.576,8505001,5001,Meggen,http://lod.opentransportdata.swiss/didok/8505001,47.0501478318,8.38306144451
MEIB,Meilibach (Abzw),MEIB,Meilibach (Abzw),720,19.439420000000002,ZH Langstrasse - Thalwil - Ziegelbrucke,SBB,2690038.35,1234046.242,8503215,3215,Meilibach (Abzw),http://lod.opentransportdata.swiss/didok/8503215,47.2511915507,8.62807594534
MELH,Mellingen Heitersberg,MELH,Mellingen Heitersberg,650,22.24,Killwangen West - Lenzburg - Daniken Ost,SBB,2663205.897,1253367.331,8516219,16219,Mellingen Heitersberg,http://lod.opentransportdata.swiss/didok/8516219,47.4280750785,8.27636329083
MEZ,Mezzovico,MEZ,Mezzovico,600,168.8616,Immensee - Bellinzona - Chiasso,SBB,2715226.473,1105845.384,8505217,5217,Mezzovico,http://lod.opentransportdata.swiss/didok/8505217,46.0942759245,8.92859026481
MG,Murg,MG,Murg,890,21.21914,Sargans Ost - Ziegelbrucke,SBB,2734811.3310000002,1219545.7920000001,8509417,9417,Murg,http://lod.opentransportdata.swiss/didok/8509417,47.1131748376,9.21504186874
MML,Montmollin-Montezillon,MML,Montmollin-Montezillon,224,14.06,Chambrelien Nord - Le Locle (Frontiere),SBB,2554678.836,1204652.52,8504235,4235,Montmollin-Montezillon,http://lod.opentransportdata.swiss/didok/8504235,46.9913789052,6.84283457605
MO,Mosen,MO,Mosen,651,24.1432,Hubeli - Beinwil - Lenzburg,SBB,2659471.837,1232894.509,8502029,2029,Mosen,http://lod.opentransportdata.swiss/didok/8502029,47.2442923237,8.22415969106
MOU,Moutier,MOU,Moutier,226,73.39849,Sonceboz-Sombeval - Moutier - Delemont,SBB,2595643.4080000003,1236643.652,8500105,105,Moutier,http://lod.opentransportdata.swiss/didok/8500105,47.2806724995,7.38104432272
MOU,Moutier,MOU,Moutier,420,22.08686,Solothurn West - Moutier,SBB,2595643.4080000003,1236643.652,8500105,105,Moutier,http://lod.opentransportdata.swiss/didok/8500105,47.2806724995,7.38104432272
MUEB,Munchenbuchsee,MUEB,Munchenbuchsee,260,10.12482,Zollikofen Nord - Biel/Bienne Aebistr.,SBB,2601012.404,1207814.6509999998,8504411,4411,Münchenbuchsee,http://lod.opentransportdata.swiss/didok/8504411,47.0213757766,7.4519476171
NAEN,Nanikon-Greifensee,NAEN,Nanikon-Greifensee,740,84.57718,Rapperswil - Uster - Wallisellen Ost,SBB,2694245.083,1247251.4540000001,8503126,3126,Nänikon-Greifensee,http://lod.opentransportdata.swiss/didok/8503126,47.3693628812,8.6864135826
NB,Niederbipp,NB,Niederbipp,411,14.548,Solothurn - Niederbipp,SBB,2619386.781,1235531.5420000001,8500211,211,Niederbipp,http://lod.opentransportdata.swiss/didok/8500211,47.2704017164,7.69481805402
NEGO,Neugut Ost bei DUE (Abzw),NEGW,Neugut West bei DUE (Abzw),745,108.00705,ZH Langstrasse - Dietlikon Sud (S-Bahn),SBB,2688023.914,1251057.725,8515456,15456,Neugut Ost bei DUE (Abzw),http://lod.opentransportdata.swiss/didok/8515456,47.4044540299,8.60480784453
NET,Netstal,NET,Netstal,736,65.63633,Ziegelbrucke Ost - Linthal Gleisende,SBB,2723115.925,1213883.122,8503228,3228,Netstal,http://lod.opentransportdata.swiss/didok/8503228,47.0645290031,9.059435971
NH,Neuhausen,NH,Neuhausen,770,40.12551,Bulach - Eglisau - Neuhausen,SBB,2689074.51,1282062.883,8503423,3423,Neuhausen,http://lod.opentransportdata.swiss/didok/8503423,47.683133385,8.62493454502
NID,Nidfurn-Haslen,NID,Nidfurn-Haslen,736,75.78335,Ziegelbrucke Ost - Linthal Gleisende,SBB,2723284.3880000003,1205142.759,8503234,3234,Nidfurn-Haslen,http://lod.opentransportdata.swiss/didok/8503234,46.9858945338,9.05927648353
NIDS,Nidelbad Sud (Abzw),NIDB,Nidelbad (Abzw),722,10.29256,ZH Langstrasse - Nidelbad - Litti,SBB,2683613.154,1240163.3329999999,8503248,3248,Nidelbad Süd (Abzw),http://lod.opentransportdata.swiss/didok/8503248,47.3070510103,8.54434629074
NIF,Niederfeld (Spw),NIF,Niederfeld (Spw),700,54.829159999999995,Brugg - Pratteln Ost,SBB,2641922.008,1264449.688,8515171,15171,Niederfeld (Spw),http://lod.opentransportdata.swiss/didok/8515171,47.5294455554,7.99531679663
NW,Niederweningen,NW,Niederweningen,761,25.18586,Oberglatt - Niederweningen Gleisende,SBB,2670132.801,1262688.3159999999,8503319,3319,Niederweningen,http://lod.opentransportdata.swiss/didok/8503319,47.5112006325,8.36963059913
NWA,Niederwangen,NWA,Niederwangen,250,91.0415,Lausanne Est - Bern,SBB,2595265.044,1197158.672,8504105,4105,Niederwangen,http://lod.opentransportdata.swiss/didok/8504105,46.925507062,7.3764634787
NY,Nyon,NY,Nyon,150,38.52748,Lausanne - Geneve-Aeroport,SBB,2507482.434,1137716.393,8501030,1030,Nyon,http://lod.opentransportdata.swiss/didok/8501030,46.38441894,6.23596607924
NYB,Nyon (bif),NY,Nyon,159,0.27252,Nyon - Eysins,SBB,2507301.305,1137512.692,8515645,15645,Nyon (bif),http://lod.opentransportdata.swiss/didok/8515645,46.3825617086,6.23365258727
OB,Oberbuchsiten,OB,Oberbuchsiten,410,51.422270000000005,Olten - Solothurn - Biel/Bienne,SBB,2625190.027,1239427.402,8500213,213,Oberbuchsiten,http://lod.opentransportdata.swiss/didok/8500213,47.3052472113,7.7717238037
OF,Otelfingen,OF,Otelfingen,703,36.52178,ZH Oerlikon Nord - Wettingen - Gruemet,SBB,2671556.9159999997,1256449.115,8503528,3528,Otelfingen,http://lod.opentransportdata.swiss/didok/8503528,47.4549361571,8.38753248433
OGL,Oberglatt,OGL,Oberglatt,761,13.12152,Oberglatt - Niederweningen Gleisende,SBB,2680815.09,1258266.0890000002,8503312,3312,Oberglatt,http://lod.opentransportdata.swiss/didok/8503312,47.4702046206,8.51061883643
OL,Olten,OL,Olten,500,39.29245,Basel SBB - Olten - Luzern,SBB,2635441.909,1244670.5320000001,8500218,218,Olten,http://lod.opentransportdata.swiss/didok/8500218,47.3519347412,7.90769966099
OLN,Olten Nord (Abzw),OL,Olten,500,37.44,Basel SBB - Olten - Luzern,SBB,2636215.64,1246124.591,8500243,243,Olten Nord (Abzw),http://lod.opentransportdata.swiss/didok/8500243,47.3649707491,7.9180571857
OLN,Olten Nord (Abzw),OL,Olten,503,37.52939,Sissach - Laufelfingen - Olten,SBB,2636215.64,1246124.591,8500243,243,Olten Nord (Abzw),http://lod.opentransportdata.swiss/didok/8500243,47.3649707491,7.9180571857
OLS,Olten Sud (Abzw),OL,Olten,450,40.0,Olten Sud - Bern,SBB,2635440.828,1243968.077,8515418,15418,Olten Süd (Abzw),http://lod.opentransportdata.swiss/didok/8515418,47.3456168453,7.90762986736
OLS,Olten Sud (Abzw),OL,Olten,500,40.0,Basel SBB - Olten - Luzern,SBB,2635440.828,1243968.077,8515418,15418,Olten Süd (Abzw),http://lod.opentransportdata.swiss/didok/8515418,47.3456168453,7.90762986736
OLTU,Olten Tunnel (Spw),OLTU,Olten Tunnel (Spw),500,36.614000000000004,Basel SBB - Olten - Luzern,SBB,2636013.4359999998,1246925.459,8500241,241,Olten Tunnel (Spw),http://lod.opentransportdata.swiss/didok/8500241,47.3721849298,7.91544482349
OWT,Oberwinterthur,OWT,Oberwinterthur,840,29.66282,Winterthur Nord - Romanshorn,SBB,2699572.409,1262746.4,8506016,6016,Oberwinterthur,http://lod.opentransportdata.swiss/didok/8506016,47.5079223324,8.76038920944
OWT,Oberwinterthur,OWT,Oberwinterthur,841,29.66282,Oberwinterthur - Oberw. Unterhaltanlage,SBB,2699572.409,1262746.4,8506016,6016,Oberwinterthur,http://lod.opentransportdata.swiss/didok/8506016,47.5079223324,8.76038920944
PALB,Palezieux Est (bif),PAL,Palezieux,250,21.2,Lausanne Est - Bern,SBB,2554370.435,1155161.747,8515350,15350,Palézieux Est (bif),http://lod.opentransportdata.swiss/didok/8515350,46.5461818604,6.84372483762
PALV,Palezieux-Village,PALV,Palezieux-Village,251,23.412020000000002,Palezieux Est - Lyss Nord,SBB,2553240.909,1156385.6670000001,8504016,4016,Palézieux-Village,http://lod.opentransportdata.swiss/didok/8504016,46.5571132268,6.82887453748
PARD,Pardorea (c bin),PARD,Pardorea (c bin),600,101.93003,Immensee - Bellinzona - Chiasso,SBB,2701815.293,1149488.951,8505242,5242,Pardorea (c bin),http://lod.opentransportdata.swiss/didok/8505242,46.488978837,8.76474869538
PFAF,Pfaffensprung (Spw),PFAF,Pfaffensprung (Spw),600,58.415369999999996,Immensee - Bellinzona - Chiasso,SBB,2689480.566,1174481.59,8505143,5143,Pfaffensprung (Spw),http://lod.opentransportdata.swiss/didok/8505143,46.7155383072,8.60897335753
PFOS,Pfaffikon SZ Ost (Abzw),PF,Pfaffikon SZ,671,3.5001300000000004,Rapperswil - Pfaffikon Ost (SOB),SBB,2702060.885,1228867.325,8515165,15165,Pfäffikon SZ Ost (Abzw),http://lod.opentransportdata.swiss/didok/8515165,47.2028673294,8.78569540906
PFZ,Pfaffikon ZH,PFZ,Pfaffikon ZH,753,11.33125,Effretikon - Wetzikon - Hinwil,SBB,2701679.796,1247121.201,8503301,3301,Pfäffikon ZH,http://lod.opentransportdata.swiss/didok/8503301,47.3670862283,8.7847997512
POLS,Pollegio binario di sorpasso,POLS,Pollegio binario di sorpasso,595,159.3,GBT Ost,SBB,2716398.1980000003,1135345.107,8518307,18307,Pollegio binario di sorpasso,http://lod.opentransportdata.swiss/didok/8518307,46.3593937249,8.95109089062
PRAM,Pramont,PRAM,Pramont,100,102.307,Lausanne - Simplon Tunnel I - Iselle,SBB,2602248.511,1124063.274,8519697,19697,Pramont,http://lod.opentransportdata.swiss/didok/8519697,46.2679906027,7.46780991668
PTC,Pont-Ceard,PTC,Pont-Ceard,150,51.06085,Lausanne - Geneve-Aeroport,SBB,2501668.524,1127021.6979999999,8501013,1013,Pont-Céard,http://lod.opentransportdata.swiss/didok/8501013,46.2873981446,6.16266554351
RBL,Zurich RB Limmattal,RBL,Zurich RB Limmattal,695,13.91281,RBL R-Gruppe,SBB,2670828.921,1252871.97,8503507,3507,Zürich RB Limmattal,http://lod.opentransportdata.swiss/didok/8503507,47.422844157,8.37731214778
RBLA,RBL A-Gruppe,RBL,Zurich RB Limmattal,696,12.18577,Ein-/Ausfahrt RBL Feld A,SBB,2672278.93,1251867.943,8503044,3044,RBL A-Gruppe,http://lod.opentransportdata.swiss/didok/8503044,47.4136568714,8.39636470806
RBLK,RBL Kopf Killwangen,RBL,Zurich RB Limmattal,691,15.221879999999999,RBL Kopf Zurich - Killwangen West,SBB,2669838.9390000002,1253587.997,8503041,3041,RBL Kopf Killwangen,http://lod.opentransportdata.swiss/didok/8503041,47.4293895115,8.36430519505
RBLK,RBL Kopf Killwangen,RBL,Zurich RB Limmattal,693,15.18539,RBL Mitte,SBB,2669838.9390000002,1253587.997,8503041,3041,RBL Kopf Killwangen,http://lod.opentransportdata.swiss/didok/8503041,47.4293895115,8.36430519505
RBLL,RBL L-Gruppe,RBL,Zurich RB Limmattal,692,12.51626,RBL Nord,SBB,2672076.9280000003,1252135.942,8503544,3544,RBL L-Gruppe,http://lod.opentransportdata.swiss/didok/8503544,47.4160892633,8.39373156335
RBLR,RBL R-Gruppe,RBL,Zurich RB Limmattal,695,13.310189999999999,RBL R-Gruppe,SBB,2671378.919,1252562.9540000001,8503549,3549,RBL R-Gruppe,http://lod.opentransportdata.swiss/didok/8503549,47.4200056002,8.38455117579
RENO,Renens VD Ouest (bif),REN,Renens VD,150,5.18021,Lausanne - Geneve-Aeroport,SBB,2533530.071,1154756.64,8515355,15355,Renens VD Ouest (bif),http://lod.opentransportdata.swiss/didok/8515355,46.5407882913,6.57208699433
RENO,Renens VD Ouest (bif),REN,Renens VD,160,5.18021,Renens VD Ouest - Lausanne-Triage sect.,SBB,2533530.071,1154756.64,8515355,15355,Renens VD Ouest (bif),http://lod.opentransportdata.swiss/didok/8515355,46.5407882913,6.57208699433
RENO,Renens VD Ouest (bif),REN,Renens VD,206,5.18661,Renens VD Ouest - Bussigny Est,SBB,2533530.071,1154756.64,8515355,15355,Renens VD Ouest (bif),http://lod.opentransportdata.swiss/didok/8515355,46.5407882913,6.57208699433
RF,Rheinfelden,RF,Rheinfelden,700,71.62832,Brugg - Pratteln Ost,SBB,2626613.165,1266781.442,8500301,301,Rheinfelden,http://lod.opentransportdata.swiss/didok/8500301,47.5512140147,7.79216883462
RG,Reichenburg,RG,Reichenburg,720,49.94055,ZH Langstrasse - Thalwil - Ziegelbrucke,SBB,2717022.5960000004,1225788.322,8503223,3223,Reichenburg,http://lod.opentransportdata.swiss/didok/8503223,47.1726981989,8.98232269767
RHH,Romanshorn Feld H (Abzw),RH,Romanshorn,840,81.74239,Winterthur Nord - Romanshorn,SBB,2746017.2939999998,1269711.818,8515463,15463,Romanshorn Feld H (Abzw),http://lod.opentransportdata.swiss/didok/8515463,47.5618704991,9.37899299239
RHW,Romanshorn West (Abzw),RHW,Romanshorn West (Abzw),848,80.97399999999999,Romanshorn West - Romanshorn Sud (VL),SBB,2745406.961,1269292.262,8506145,6145,Romanshorn West (Abzw),http://lod.opentransportdata.swiss/didok/8506145,47.5582337332,9.37074854084
RIV,Rivaz,RIV,Rivaz,100,13.55225,Lausanne - Simplon Tunnel I - Iselle,SBB,2549768.4680000003,1147197.172,8501126,1126,Rivaz,http://lod.opentransportdata.swiss/didok/8501126,46.4742077182,6.78459500917
ROR,Rossriet (Spw),ROR,Rossriet (Spw),900,8.5798,Sargans Ost - Chur West (Gleisende),SBB,2759462.107,1207337.956,8509044,9044,Rossriet (Spw),http://lod.opentransportdata.swiss/didok/8509044,46.997925536,9.5354239988
ROS,Rose,ROS,Rose,250,57.53535,Lausanne Est - Bern,SBB,2571236.019,1181343.053,8504028,4028,Rosé,http://lod.opentransportdata.swiss/didok/8504028,46.7826334225,7.06196863764
RTI,Ruti bei Buren,RTI,Ruti bei Buren,415,92.63772,Wanzwil (Abzw) - Solothurn - Busswil,SBB,2597234.0640000002,1222623.16,8500222,222,Rüti bei Büren,http://lod.opentransportdata.swiss/didok/8500222,47.1545718359,7.40215683425
RTR,Rothrist,RTR,Rothrist,451,46.198370000000004,Aarburg-Oftringen - Rothrist Gleis 1,SBB,2633331.79,1239601.841,8508103,8103,Rothrist,http://lod.opentransportdata.swiss/didok/8508103,47.3064556705,7.87939646797
RTRW,Rothrist West (Abzw),RTR,Rothrist,400,55.22843,Lochligut - Wanzwil - Rothrist West,SBB,2632326.873,1239057.231,8508143,8143,Rothrist West (Abzw),http://lod.opentransportdata.swiss/didok/8508143,47.3016072157,7.86606877449
RTRW,Rothrist West (Abzw),RTR,Rothrist,450,47.34645,Olten Sud - Bern,SBB,2632326.873,1239057.231,8508143,8143,Rothrist West (Abzw),http://lod.opentransportdata.swiss/didok/8508143,47.3016072157,7.86606877449
